iata,name,city,state,country,latitude,longitude,min,max,min_latitude,min_longitude,max_latitude,max_longitude
7a3,Lanett Municipal,lanett,al,usa,32.81204611,-85.22958111,4.80692,4.80692,32.78485107,-85.3057785,32.78485107,-85.3057785
7a5,Roanoke Municipal,roanoke,al,usa,33.12928722,-85.366615,10.6455,10.6455,32.98984528,-85.28855896,32.98984528,-85.28855896
7f3,Caddo Mills Municipal,caddo mills,tx,usa,33.03622222,-96.24313889,2.22246,2.22246,33.06567383,-96.22775269,33.06567383,-96.22775269
7k4,Ohio County,hartford,ky,usa,37.45832417,-86.84995194,9.46256,9.46256,37.34421539,-86.75471497,37.34421539,-86.75471497
7k8,Martin,south sioux city,ne,usa,42.45416111,-96.47253111,5.77418,5.79411,40.25087738,-89.44093323,46.43621063,-124.0482178
7m3,Bearce,mount ida,ar,usa,34.52926056,-93.52713472,6.89212,11.3354,34.49565506,-93.64102173,34.69313812,-93.51789856
7s0,Ronan,ronan,mt,usa,47.57076861,-114.0967783,2.55969,2.6524,47.60132599,-114.1223373,47.52882385,-114.1015015
7s5,Independence State,independence,or,usa,44.86676444,-123.1982475,0.827816,0.827816,44.85600281,-123.1913071,44.85600281,-123.1913071
7s7,Valier,valier,mt,usa,48.29997583,-112.2508711,0.50195,0.50195,48.30725861,-112.2507401,48.30725861,-112.2507401
7v7,Red Cloud Municipal,red cloud,ne,usa,40.08473556,-98.54061694,1.14796,1.14796,40.08912659,-98.51967621,40.08912659,-98.51967621
81b,Oxford County Regional,norway,me,usa,44.15742611,-70.48129583,4.8492,4.8492,44.2236824,-70.51338959,44.2236824,-70.51338959
83d,Mackinac County,st ignace,mi,usa,45.89029056,-84.73755083,1.6697,1.6697,45.86862564,-84.72782898,45.86862564,-84.72782898
85v,Ganado,ganado,az,usa,35.70140278,-109.5103814,2.23971,2.23971,35.69927597,-109.5498199,35.69927597,-109.5498199
87i,Yazoo County,yazoo city,ms,usa,32.883215,-90.4636475,3.88337,8.31599,32.85513306,-90.40564728,32.77093124,-90.41208649
87y,Blackhawk Airfield,madison,wi,usa,43.10491444,-89.18553833,5.6091,5.6091,43.18345642,-89.21343231,43.18345642,-89.21343231
8d1,New Holstein Municipal,new holstein,wi,usa,43.94424111,-88.1134775,4.45173,4.45173,43.91249466,-88.03565216,43.91249466,-88.03565216
8g6,Harrison County,cadiz,oh,usa,40.23820667,-81.01256917,2.52824,6.48407,40.27284622,-80.99676514,40.26943207,-81.12891388
8k8,Cimarron Municipal,cimarron,ks,usa,37.83057667,-100.3504222,1.65558,1.65558,37.8066864,-100.3481979,37.8066864,-100.3481979
8s1,Polson,polson,mt,usa,47.69543861,-114.1851178,1.04369,8.73717,47.69052887,-114.163765,47.79799652,-114.2948456
8s2,Cashmere-Dryden,cashmere,wa,usa,47.51484611,-120.4848025,0.915448,3.62242,47.52231216,-120.4689484,47.48685455,-120.4192734
91f,Arrowhead,canadian,ok,usa,35.15426444,-95.62026389,7.20505,7.20505,35.06148529,-95.5683136,35.06148529,-95.5683136
9a4,Lawrence County,courtland,al,usa,34.65938889,-87.34883333,2.40477,9.04082,34.62481308,-87.34418488,34.63925934,-87.19168091
9c8,Evart Municipal,evart,mi,usa,43.8958525,-85.27920861,1.09937,1.09937,43.90057373,-85.25809479,43.90057373,-85.25809479
9d0,Highmore Municipal,highmore,sd,usa,44.54165056,-99.44622306,20.2914,20.2914,44.24804306,-99.45316315,44.24804306,-99.45316315
9g0,Buffalo Airfield,buffalo,ny,usa,42.86200306,-78.71658528,2.17437,3.58748,42.83943558,-78.74650574,42.89167786,-78.77471161
9g3,Akron,akron,ny,usa,43.02108667,-78.48296778,0.73675,5.73746,43.01509857,-78.49455261,42.96006012,-78.40557861
9g5,Royalton,gasport,ny,usa,43.18200222,-78.55780528,1.44049,1.44049,43.19757843,-78.57678986,43.19757843,-78.57678986
9g8,Ebensburg,ebensburg,pa,usa,40.46121083,-78.77524389,3.11886,3.11886,40.48519516,-78.72496033,40.48519516,-78.72496033
9i3,West Liberty,west liberty,ky,usa,37.91453139,-83.25212111,0.693418,15.0114,37.92065048,-83.262146,37.75259399,-83.06877899
9s2,Scobey,scobey,mt,usa,48.80772722,-105.43947,1.38462,1.38462,48.79208755,-105.4199448,48.79208755,-105.4199448
9u3,Austin,austin,nv,usa,39.46798056,-117.1953703,2.98306,18.5005,34.91870117,-95.30978394,39.5158844,-116.8537216
9u4,Dixon,dixon,wy,usa,41.03829806,-107.4972869,8.37228,8.37228,41.03579712,-107.6575699,41.03579712,-107.6575699
9v6,Martin Municipal,martin,sd,usa,43.16564083,-101.7126953,1.09933,1.09933,43.1724968,-101.7326508,43.1724968,-101.7326508
aat,Alturas Municipal,alturas,ca,usa,41.483,-120.5653611,1.20806,4.74388,41.48712158,-120.5423279,41.53808975,-120.5103226
acb,Antrim County,bellaire,mi,usa,44.98857611,-85.198355,0.6979,3.91488,44.97851563,-85.19908905,44.93195724,-85.19855499
ack,Nantucket Memorial,nantucket,ma,usa,41.25305194,-70.06018139,0.968462,0.968462,41.26571655,-70.0683136,41.26571655,-70.0683136
acq,Waseca Municipal,waseca,mn,usa,44.07346389,-93.55294361,4.27411,4.27411,44.01722336,-93.58856964,44.01722336,-93.58856964
act,Waco Regional,waco,tx,usa,31.61128833,-97.23051917,1.50837,1.50837,31.62893295,-97.24560547,31.62893295,-97.24560547
adk,Adak,adak,ak,usa,51.87796389,-176.6460306,0.787448,0.787448,51.86660385,-176.645752,51.86660385,-176.645752
adq,Kodiak,kodiak,ak,usa,57.74996778,-152.4938553,0.682502,0.682502,57.74146271,-152.5032959,57.74146271,-152.5032959
ads,Addison,dallas/addison,tx,usa,32.96855944,-96.83644778,0.667658,2.31734,32.96043015,-96.83026123,32.93847656,-96.81885529
ael,Albert Lea Municipal,albert lea,mn,usa,43.68151278,-93.36723778,10.3542,10.3542,43.80384827,-93.48688507,43.80384827,-93.48688507
afj,Washington County,washington,pa,usa,40.13648833,-80.29020083,1.14566,3.11542,37.94477081,-90.72429657,37.93643951,-90.78791046
afo,Afton Municipal,afton,wy,usa,42.71124583,-110.9421639,1.08246,1.08246,42.72496796,-110.931839,42.72496796,-110.931839
afw,Fort Worth Alliance,fort worth,tx,usa,32.98763889,-97.31880556,1.89794,1.89794,32.97484589,-97.34779358,32.97484589,-97.34779358
agz,Wagner Municipal,wagner,sd,usa,43.06332694,-98.29618972,8.21793,8.21793,42.99427414,-98.4286499,42.99427414,-98.4286499
ahh,Amery Municipal,amery,wi,usa,45.28114833,-92.37539222,1.89639,1.89639,45.30690765,-92.36213684,45.30690765,-92.36213684
ahn,Athens Municipal,athens,ga,usa,33.94859528,-83.32634694,2.62966,2.62966,32.18259811,-95.78931427,32.18259811,-95.78931427
ahq,Wahoo Municipal,wahoo,ne,usa,41.24133333,-96.59402778,2.48027,8.39354,41.21110916,-96.61979675,41.19417191,-96.74280548
aig,Langlade County,antigo,wi,usa,45.15419444,-89.11072222,5.62818,5.62818,45.20802307,-89.02400208,45.20802307,-89.02400208
aiz,Lee C Fine Memorial,kaiser/lake ozark,mo,usa,38.096035,-92.5494875,3.40533,3.40533,38.1336441,-92.58990479,38.1336441,-92.58990479
ajo,Corona Municipal,corona,ca,usa,33.89765389,-117.60244,3.7842,3.7842,33.93233109,-117.5508881,33.93233109,-117.5508881
ajr,Habersham County,cornelia,ga,usa,34.50081944,-83.55487,3.44274,7.99641,34.51871109,-83.50072479,34.61259842,-83.52489471
akh,Gastonia Municipal,gastonia,nc,usa,35.20265944,-81.1498675,4.90831,4.90831,35.23875046,-81.07507324,35.23875046,-81.07507324
alw,Walla Walla Regional,walla walla,wa,usa,46.09456167,-118.2880367,0.565988,5.7033,46.08705139,-118.2846222,46.1273613,-118.178566
amg,Bacon County,alma,ga,usa,31.53605556,-82.50655556,5.3532,5.3532,31.58781624,-82.57427216,31.58781624,-82.57427216
amn,Gratiot Community,alma,mi,usa,43.3221425,-84.68794917,4.17611,4.17611,43.37892151,-84.659729,43.37892151,-84.659729
amt,Alexander Salamon,west union,oh,usa,38.85148778,-83.56627778,3.38682,3.38682,38.83989334,-83.50517273,38.83989334,-83.50517273
amw,Ames Municipal,ames,ia,usa,41.99206972,-93.62180139,2.41534,2.41534,42.02677155,-93.6170578,42.02677155,-93.6170578
anb,Anniston Metropolitan,anniston,al,usa,33.58816667,-85.85811111,7.63745,7.63745,33.48562241,-85.80878448,33.48562241,-85.80878448
anw,Ainsworth Municipal,ainsworth,ne,usa,42.57922222,-99.99297222,3.35813,6.9364,42.57166672,-100.0581818,42.54999924,-99.86262512
any,Anthony Municipal,anthony,ks,usa,37.15852194,-98.07964667,2.33983,2.33983,37.19220734,-98.08358765,37.19220734,-98.08358765
apa,Centennial,denver,co,usa,39.57012833,-104.8492942,0.756622,0.756622,39.56733704,-104.8627396,39.56733704,-104.8627396
apc,Napa County,napa,ca,usa,38.21319444,-122.2806944,2.62782,7.65647,38.25032425,-122.270546,38.10408783,-122.2566376
apv,Apple Valley,apple valley,ca,usa,34.57528944,-117.1861792,5.14664,5.14664,34.5008316,-117.1858749,34.5008316,-117.1858749
aqy,Girdwood,girdwood,ak,usa,60.96609583,-149.1257892,0.598983,11.9077,60.96034241,-149.1393585,60.79738617,-149.1978302
asg,Springdale Municipal,springdale,ar,usa,36.17641056,-94.11925833,2.41319,2.41319,36.14151001,-94.11756897,36.14151001,-94.11756897
asn,Talladega Municipal,talladega,al,usa,33.56991111,-86.05085833,0.89961,9.78399,33.56697464,-86.06612396,33.43593979,-86.10580444
asx,John F Kennedy Memorial,ashland,wi,usa,46.54852806,-90.91896639,14.0499,14.3244,46.38883972,-90.73629761,46.47102356,-91.19831848
aug,Augusta State,augusta,me,usa,44.32064972,-69.79731806,1.11355,1.11355,44.31058121,-69.77966309,44.31058121,-69.77966309
avl,Asheville Regional,asheville,nc,usa,35.43619444,-82.54180556,2.51701,3.27941,35.46618271,-82.51642609,35.39639664,-82.57349396
awi,Wainwright,wainwright,ak,usa,70.638,-159.99475,0.995727,0.995727,70.63694763,-160.0383301,70.63694763,-160.0383301
axa,Algona Municipal,algona,ia,usa,43.07791056,-94.27199278,2.04307,2.04307,43.06996536,-94.23301697,43.06996536,-94.23301697
axn,Chandler,alexandria,mn,usa,45.86629833,-95.39466806,2.57394,2.57394,38.08901596,-76.3618927,38.08901596,-76.3618927
axv,Neil Armstrong,wapakoneta,oh,usa,40.49338889,-84.29894444,7.5549,7.5549,40.56782532,-84.19355774,40.56782532,-84.19355774
axx,Angel Fire,angel fire,nm,usa,36.42240972,-105.2892967,2.01746,2.01746,36.39308929,-105.2850113,36.39308929,-105.2850113
b01,Granville,granville,ny,usa,43.42507111,-73.26205306,1.18823,1.18823,43.40803909,-73.25958252,43.40803909,-73.25958252
b08,Silver Springs,silver springs,nv,usa,39.40324917,-119.2518292,1.52075,1.65206,39.40017319,-119.2227554,39.41547394,-119.2246094
b19,Biddeford Municipal,biddeford,me,usa,43.46411111,-70.47238889,2.18739,6.02035,43.49258423,-70.4533844,43.51768494,-70.37773132
b21,Sugarloaf Regional,carrabasset,me,usa,45.08616639,-70.21617778,2.38448,16.4548,45.07360077,-70.26168823,45.26569366,-69.99430847
bam,Battle Mountain,battle mountain,nv,usa,40.59904583,-116.8743358,4.3454,18.8366,40.64213181,-116.9342651,40.79283524,-117.126709
bbd,Curtis,brady,tx,usa,31.17816667,-99.32463889,1.5478,9.20706,43.13832092,-75.5708313,46.57141495,-123.2968445
bck,Black River Falls Area,black river falls,wi,usa,44.25073861,-90.85528028,11.0311,11.0311,44.19301605,-90.64763641,44.19301605,-90.64763641
bct,Boca Raton,boca raton,fl,usa,26.37848667,-80.10769667,1.69518,2.04812,26.36176109,-80.08768463,26.35868835,-80.08309937
bcv,Birchwood,birchwood,ak,usa,61.41612444,-149.50888,1.98596,1.98596,61.39042282,-149.481781,61.39042282,-149.481781
bdl,Bradley International,windsor locks,ct,usa,41.93887417,-72.68322833,1.63149,1.63149,41.92295837,-72.65979767,41.92295837,-72.65979767
bdr,Igor I Sikorsky Memorial,bridgeport,ct,usa,41.16348417,-73.12617861,1.49861,1.49861,41.18453979,-73.13316345,41.18453979,-73.13316345
beh,Southwest Michigan Regional,benton harbor,mi,usa,42.12858333,-86.4285,1.55253,1.55253,42.11670685,-86.45419312,42.11670685,-86.45419312
bfr,Virgil I Grissom Municipal,bedford,in,usa,38.84003306,-86.44536361,7.13914,7.13914,38.92782974,-86.37554932,38.92782974,-86.37554932
bgd,Hutchinson County,borger,tx,usa,35.70004194,-101.3940536,2.2942,9.13379,35.66781998,-101.3973846,35.82700729,-101.4427185
bhm,Birmingham International,birmingham,al,usa,33.56294306,-86.75354972,2.88254,2.88254,52.46240997,-1.81503737,52.46240997,-1.81503737
bid,Block Island State,block island,ri,usa,41.16811889,-71.57784167,1.56339,1.56339,41.18945313,-71.56788635,41.18945313,-71.56788635
bie,Beatrice Municipal,beatrice,ne,usa,40.30127778,-96.75411111,2.436,2.436,40.2664299,-96.74736786,40.2664299,-96.74736786
bke,Baker City Municipal,baker city,or,usa,44.83733333,-117.8090833,12.0304,12.0304,44.72596359,-117.6204834,44.72596359,-117.6204834
bkl,Burke Lakefront,cleveland,oh,usa,41.5175,-81.68333333,0.782102,1.00163,41.50680161,-81.68821716,41.50516129,-81.6934433
bkv,Hernando County,brooksville,fl,usa,28.47359722,-82.45542139,7.74355,7.74355,28.51564789,-82.57356262,28.51564789,-82.57356262
blh,Blythe,blythe,ca,usa,33.61916278,-114.7168764,11.9433,11.9433,33.56039429,-114.9120712,33.56039429,-114.9120712
blv,Scott AFB/MidAmerica,belleville/st. louis,il,usa,38.54517861,-89.83518444,0.478788,4.42167,38.53941345,-89.840065,38.49032593,-89.79315186
bmc,Brigham City,brigham city,ut,usa,41.55239139,-112.0622625,2.49625,2.49625,41.55104446,-112.1102295,41.55104446,-112.1102295
bna,Nashville International,nashville,tn,usa,36.12447667,-86.67818222,0.133806,0.133806,36.12631607,-86.67736816,36.12631607,-86.67736816
bng,Banning Municipal,banning,ca,usa,33.92307111,-116.8505756,1.40346,4.21245,33.92556763,-116.8752899,33.90903091,-116.7795334
bow,Bartow Municipal,bartow,fl,usa,27.9433575,-81.78344167,3.12794,3.45243,27.89818382,-81.7856369,27.94485283,-81.72687531
bpt,Southeast Texas Regional,beaumont/port arthur,tx,usa,29.95083333,-94.02069444,2.3511,2.3511,29.97438049,-93.99239349,29.97438049,-93.99239349
bqn,Rafael Hernandez,aguadilla,pr,usa,18.49486111,-67.12944444,0.406226,0.406226,18.49539566,-67.13557434,18.49539566,-67.13557434
btr,"Baton Rouge Metropolitan, ryan",baton rouge,la,usa,30.53316083,-91.14963444,,,,,,
btv,Burlington International,burlington,vt,usa,44.47300361,-73.1503125,0.934829,0.934829,44.46699524,-73.17095947,44.46699524,-73.17095947
bty,Beatty,beatty,nv,usa,36.86105722,-116.7870036,3.61198,11.6153,36.90842056,-116.7592773,36.72022629,-116.672554
bvo,Bartlesville Municipal,bartlesville,ok,usa,36.76247611,-96.01115167,2.03187,2.03187,36.74948502,-95.97829437,36.74948502,-95.97829437
bvy,Beverly Municipal,beverly,ma,usa,42.58417111,-70.91651833,0.933801,0.933801,42.57509613,-70.93005371,42.57509613,-70.93005371
bwc,Brawley Municipal,brawley,ca,usa,32.9931,-115.5169325,1.24934,1.24934,32.97865677,-115.5302658,32.97865677,-115.5302658
bwp,Harry Stern,wahpeton,nd,usa,46.24640083,-96.6056825,1.50692,1.90914,46.26588058,-96.60886383,46.26520538,-96.58162689
byi,Burley Municipal,burley,id,usa,42.54260361,-113.7715442,1.15997,4.55438,42.53574371,-113.7927933,42.60796356,-113.7833481
c00,Mercer County,aledo,il,usa,41.248645,-90.73708361,4.71925,4.71925,37.35400391,-81.25260162,37.35400391,-81.25260162
c15,Pekin Municipal,pekin,il,usa,40.48820611,-89.67591083,5.78741,5.78741,40.56753922,-89.64065552,40.56753922,-89.64065552
c18,Frankfort,chicago/frankfort,il,usa,41.4775,-87.84047222,1.33778,1.33778,41.49586487,-87.84866333,41.49586487,-87.84866333
c35,Reedsburg Municipal,reedsburg,wi,usa,43.52589944,-89.98322194,1.07436,1.07436,43.53248215,-90.00262451,43.53248215,-90.00262451
c47,Portage Municipal,portage,wi,usa,43.5600925,-89.48309278,1.78015,1.79855,43.53915024,-89.4626236,43.53949356,-89.46133423
c75,Marshall County,lacon,il,usa,41.01928583,-89.38642222,1.34719,20.0382,41.02475739,-89.41120148,39.68380356,-80.45897675
c77,Poplar Grove,poplar grove,il,usa,42.32268639,-88.83651833,3.77071,3.77071,42.27026749,-88.85573578,42.27026749,-88.85573578
c80,New Coalinga Municipal,coalinga,ca,usa,36.16313889,-120.2938139,0.149004,0.149004,36.16099167,-120.294548,36.16099167,-120.294548
c81,Campbell,chicago/round lake park,il,usa,42.32461111,-88.07408806,2.12156,2.12156,42.34335327,-88.04122162,42.34335327,-88.04122162
c83,Byron,byron,ca,usa,37.8284525,-121.6258219,5.51443,5.51443,37.78326035,-121.5427246,37.78326035,-121.5427246
c91,Dowagiac Municipal,dowagiac,mi,usa,41.99293417,-86.1280125,6.60674,6.60674,42.07226563,-86.19973755,42.07226563,-86.19973755
cad,Wexford County,cadillac,mi,usa,44.27531333,-85.41892694,1.83691,1.83691,44.25195313,-85.40116119,44.25195313,-85.40116119
cae,Columbia Metropolitan,columbia,sc,usa,33.93884,-81.11953944,6.83548,6.83548,33.93209457,-81.23843384,33.93209457,-81.23843384
cao,Clayton Municipal Airpark,clayton,nm,usa,36.44585972,-103.1546583,1.10323,17.5216,36.45132828,-103.185791,36.54335785,-103.4582825
car,Caribou Municipal,caribou,me,usa,46.8715,-68.01791667,0.806452,0.806452,46.86055756,-68.01197052,46.86055756,-68.01197052
cbf,Council Bluffs Municipal,council bluffs,ia,usa,41.25947222,-95.75997222,11.9504,11.9504,41.11333084,-95.63722229,41.11333084,-95.63722229
ccb,Cable,upland,ca,usa,34.11154056,-117.6875897,12.3681,12.3681,34.28800583,-117.6516037,34.28800583,-117.6516037
cdb,Cold Bay,cold bay,ak,usa,55.20559972,-162.7242628,0.365218,0.365218,55.20437622,-162.7162476,55.20437622,-162.7162476
cdk,George T Lewis,cedar key,fl,usa,29.137745,-83.04984361,0.769223,0.769223,29.13772011,-83.03596497,29.13772011,-83.03596497
cek,Crete Municipal,crete,ne,usa,40.61791667,-96.92488889,2.04016,2.61509,40.62814331,-96.96137238,40.62930298,-96.972435
cft,Greenlee County,clifton-morenci,az,usa,32.95284306,-109.2103453,19.6117,19.6117,33.23126984,-109.2751312,33.23126984,-109.2751312
cgc,Crystal River,crystal river,fl,usa,28.86727778,-82.57130556,2.75199,2.75199,28.90247917,-82.59259796,28.90247917,-82.59259796
cgf,Cuyahoga County,cleveland,oh,usa,41.56512389,-81.48635389,0.929079,4.78767,41.56143951,-81.46910858,41.63310242,-81.46872711
cgs,College Park,college park,md,usa,38.98058333,-76.92230556,0.349664,3.00899,38.97832108,-76.92811584,39.00455475,-76.87552643
cgx,Chicago Meigs,chicago,il,usa,41.85884389,-87.60791167,1.02229,1.43661,41.85967636,-87.62773132,41.87555313,-87.62442017
cgz,Casa Grande Municipal,casa grande,az,usa,32.95488889,-111.7668333,3.05637,5.24785,32.91100311,-111.7733917,32.87938309,-111.7575607
chu,Houston County,caledonia,mn,usa,43.59635861,-91.50394639,7.98954,12.4081,36.31200027,-87.77335358,36.31858444,-87.69390106
cin,Arthur N Neu,carroll,ia,usa,42.04619444,-94.789,3.17375,3.17375,42.05693054,-94.72886658,42.05693054,-94.72886658
ciu,Chippewa County International,sault ste. marie,mi,usa,46.25075194,-84.47238528,2.62685,2.62685,46.2750206,-84.51477051,46.2750206,-84.51477051
cjx,Crooked Creek,crooked creek,ak,usa,61.86902194,-158.1371178,1.82918,1.82918,35.95953751,-78.25431824,35.95953751,-78.25431824
cma,Camarillo,camarillo,ca,usa,34.21375472,-119.0943264,3.22869,3.22869,34.21639252,-119.0376053,34.21639252,-119.0376053
cmx,Houghton County Memorial,hancock,mi,usa,47.16841722,-88.48906083,1.60354,9.23947,47.17564392,-88.52152252,47.25020218,-88.33344269
cnk,Blosser Municipal,concordia,ks,usa,39.54925139,-97.65231667,1.60779,1.60779,39.57154465,-97.66114044,39.57154465,-97.66114044
cnm,Cavern City Air Terminal,carlsbad,nm,usa,32.33747222,-104.2632778,6.08428,7.32408,32.42067337,-104.2288361,32.44297409,-104.2751617
cno,Chino,chino,ca,usa,33.97469444,-117.6366111,4.04798,4.04798,34.01335526,-117.6900787,34.01335526,-117.6900787
coi,Merritt Island,merritt island,fl,usa,28.34158944,-80.6854975,0.859309,0.894532,28.35389709,-80.68759918,28.35447884,-80.6869812
com,Coleman Municipal,coleman,tx,usa,31.84113889,-99.40361111,1.64347,6.60219,31.82736778,-99.42645264,31.81603813,-99.51210022
cou,Columbia Regional,columbia,mo,usa,38.81809306,-92.21962917,3.34194,3.95357,38.76987839,-92.21498108,38.7898674,-92.28343964
cqa,Lakefield,celina,oh,usa,40.48408333,-84.56011111,3.59731,3.59731,40.47977066,-84.62828827,40.47977066,-84.62828827
cqx,Chatham Municipal,chatham,ma,usa,41.68840028,-69.98952417,2.10898,2.10898,41.70011139,-70.02723694,41.70011139,-70.02723694
cre,Grand Strand,north myrtle beach,sc,usa,33.81175,-78.72394444,1.35257,2.96893,33.80767059,-78.70085144,33.81997681,-78.67316437
crx,Roscoe Turner,corinth,ms,usa,34.91496778,-88.60348361,4.79147,4.79147,34.93425369,-88.5222702,34.93425369,-88.5222702
csg,Columbus Metropolitan,columbus,ga,usa,32.51633333,-84.93886111,1.29894,2.86716,32.51847458,-84.96104431,32.53625107,-84.89576721
ctk,Ingersoll,canton,il,usa,40.56909444,-90.07484,8.70838,8.70838,40.48276138,-90.19553375,40.48276138,-90.19553375
cty,Cross City,cross city,fl,usa,29.63552778,-83.10475,1.22384,1.29967,29.63439751,-83.1251297,29.63358307,-83.12631989
cul,Carmi Municipal,carmi,il,usa,38.08947917,-88.12306111,3.06556,5.89741,38.08812332,-88.1794281,38.16171265,-88.06531525
cvk,Sharp County Regional,ash flat,ar,usa,36.26487139,-91.56264111,3.45429,3.84918,36.29784393,-91.51597595,36.29528046,-91.62049866
cwa,Central Wisconsin,mosinee,wi,usa,44.77761917,-89.66677944,2.08593,2.08593,44.79272842,-89.70359802,44.79272842,-89.70359802
cxl,Calexico International,calexico,ca,usa,32.66950333,-115.5133281,1.0622,5.26893,32.67905807,-115.498703,32.62007141,-115.4440689
cxp,Carson,carson city,nv,usa,39.19222972,-119.7343611,1.72504,1.72504,39.16828156,-119.7248001,39.16828156,-119.7248001
cyw,Clay Center Municipal,clay center,ks,usa,39.38713889,-97.15721417,1.8708,1.8708,39.37694168,-97.1247406,39.37694168,-97.1247406
czd,Cozad Municipal,cozad,ne,usa,40.86911111,-100.0042222,1.0849,1.0849,40.85972977,-99.98734283,40.85972977,-99.98734283
d05,Garrison Municipal,garrison,nd,usa,47.65594444,-101.4372222,1.02272,1.02272,47.65222168,-101.4157181,47.65222168,-101.4157181
d25,Manitowish Waters,manitowish waters,wi,usa,46.12197222,-89.88233333,1.08452,1.08452,46.13754654,-89.88540649,46.13754654,-89.88540649
d60,Tioga Municipal,tioga,nd,usa,48.3805325,-102.8979853,2.17925,2.17925,48.3972435,-102.9382401,48.3972435,-102.9382401
d87,Harbor Springs,harbor springs,mi,usa,45.42556528,-84.91338389,3.83543,3.83543,45.43167496,-84.99199677,45.43167496,-84.99199677
d95,Dupont-Lapeer,lapeer,mi,usa,43.06703333,-83.27244444,2.57351,2.57351,43.05141449,-83.3188324,43.05141449,-83.3188324
dab,Daytona Beach International,daytona beach,fl,usa,29.17991667,-81.05805556,0.32181,0.372627,29.1782341,-81.05311584,29.18321419,-81.05323029
dan,Danville Regional,danville,va,usa,36.57286111,-79.33611111,3.32812,3.32812,36.60819244,-79.29529572,36.60819244,-79.29529572
dcy,Daviess County,washington,in,usa,38.70042333,-87.12973222,3.67521,11.739,38.65921402,-87.17279053,38.67699432,-86.91416931
ddc,Dodge City Regional,dodge city,ks,usa,37.76312194,-99.96542389,2.90677,2.90677,37.75279999,-100.0170822,37.75279999,-100.0170822
ddh,William H. Morse State,bennington,vt,usa,42.8913325,-73.2464075,2.70606,6.41214,42.93035507,-73.24260712,42.97967148,-73.20780182
deq,J Lynn Helms Sevier County,de queen,ar,usa,34.04699556,-94.39936556,10.0913,10.0913,34.03427887,-94.57493591,34.03427887,-94.57493591
dew,Deer Park,deer park,wa,usa,47.96663889,-117.4266667,1.01693,3.38819,40.76176453,-73.32928467,40.80482101,-73.33622742
dgw,Converse County,douglas,wy,usa,42.79725,-105.3857361,2.59951,2.59951,42.75968933,-105.3822098,42.75968933,-105.3822098
dlh,Duluth International,duluth,mn,usa,46.84209028,-92.19364861,3.22175,3.22175,46.80688477,-92.2382431,46.80688477,-92.2382431
dln,Dillon,dillon,mt,usa,45.25536056,-112.5525067,4.9305,4.9305,45.21641541,-112.6378479,45.21641541,-112.6378479
dlo,Delano Municipal,delano,ca,usa,35.74558056,-119.2365039,1.70234,1.70234,35.76884079,-119.2470551,35.76884079,-119.2470551
dmo,Sedalia Memorial,sedalia,mo,usa,38.70688889,-93.17611111,4.85702,4.85702,38.68001938,-93.09297943,38.68001938,-93.09297943
dnn,Dalton Municipal,dalton,ga,usa,34.72174833,-84.86910806,7.94101,7.94101,34.65202713,-84.76021576,34.65202713,-84.76021576
dns,Denison Municipal,denison,ia,usa,41.9864325,-95.38072083,2.53061,10.1453,42.01776505,-95.35527802,41.88970947,-95.23221588
dqh,Douglas Municipal,douglas,ga,usa,31.47780833,-82.85961556,2.32658,2.32658,31.34455109,-109.5453491,31.34455109,-109.5453491
drt,Del Rio International,del rio,tx,usa,29.37181222,-100.9232339,1.9865,1.9865,29.36273003,-100.896759,29.36273003,-100.896759
dsm,Des Moines International,des moines,ia,usa,41.53493306,-93.66068222,1.6667,5.41555,41.55806732,-93.66107178,41.56453323,-93.75952911
dta,Delta Municipal,delta,ut,usa,39.38328861,-112.5096683,4.1853,4.1853,39.35217667,-112.5771713,39.35217667,-112.5771713
dvn,Davenport Municipal,davenport,ia,usa,41.6102775,-90.58832528,3.30836,3.30836,41.65808487,-90.58457947,41.65808487,-90.58457947
dxe,Dexter Municipal,dexter,mo,usa,36.77747,-89.94117333,9.43947,9.43947,36.82421875,-89.78091431,36.82421875,-89.78091431
dxr,Danbury Municipal,danbury,ct,usa,41.37153528,-73.48219056,6.27614,6.27614,41.2814827,-73.49817657,41.2814827,-73.49817657
dyl,Doylestown,doylestown,pa,usa,40.33305028,-75.12233833,0.868056,0.868056,40.34516525,-75.12638855,40.34516525,-75.12638855
dyt,Sky Harbor,duluth,mn,usa,46.72186083,-92.04343889,0.601984,5.03087,47.86261368,-121.7968216,42.13502502,-87.75811768
e11,Andrews County,andrews,tx,usa,32.33111111,-102.5295278,1.25505,1.6734,32.31871414,-102.5457153,32.3318634,-102.5586395
e15,Graham Municipal,graham,tx,usa,33.11022222,-98.55527861,1.99198,1.99198,33.10705948,-98.58950043,33.10705948,-98.58950043
e24,Whiteriver,whiteriver,az,usa,33.81255056,-109.9867658,2.86795,18.1622,33.84606171,-109.9576263,33.98393631,-109.7470398
e42,Spearman Municipal,spearman,tx,usa,36.221,-101.1945,1.57112,1.57112,36.19836807,-101.1923828,36.19836807,-101.1923828
e51,Bagdad,bagdad,az,usa,34.59585278,-113.170195,1.27866,12.3912,34.57773972,-113.1742859,34.47995758,-113.3360138
e52,Oldham County,vega,tx,usa,35.23199833,-102.3990931,1.76537,1.76537,35.24515915,-102.4258041,35.24515915,-102.4258041
