release,year,position,title,artist
20050928,20050928,,9.7, Colorado (site unspecified by witness)  CO
20050928,20050928,,7.6, Shoreview  MN
20050928,20050928,,12.7, Valley Springs  CA
20050928,20050928,,9.7, Port Richey  FL
20050928,20050928,,8.3, Chicago Heights  IL
20050928,20050928,,8.6, Duxbury  MA
20050928,20050928,,5.7, Wyoming (I-80  westbound)  WY
20050929,20050929,,8.3, West Palm Beach  FL
20050929,20050929,,15.9, Reno  NV
20050929,20050929,,5.7, Miami  FL
20050929,20050929,,8.3, Lake Worth  FL
20050929,20050929,,9.7, Port Richey  FL
20050929,20050929,,8.3, East Meadow  NY
20050929,20050929,,6.7, Fresno  CA
20050929,20050929,,5.4, Franklin  TN
20050929,20050929,,6.7, Plymouth  PA
20050929,20050929,,5.6, Fayetteville  AR
20050929,20050929,,7, Media  PA
20050929,20050929,,5.7, Ocean City  MD
20050929,20050929,,8.4, Carpinteria  CA
20050929,20050929,,7.6, Spring Valley  CA
20050929,20050929,,8.8, Florida (coastline)  FL
20050930,20050930,,8.3, Overgaard  AZ
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,4.9, Paducah  KY
20050930,20050930,,6.5, Bellefonte  PA
20050930,20050930,,8.3, Lapeer  MI
20050930,20050930,,8.6, Orland Park  IL
20050930,20050930,,6.8, Ashland  PA
20050930,20050930,,6.2, New York City (Manhattan)  NY
20050930,20050930,,6.2, New York State Thruway / Catskill  NY
20050930,20050930,,15.9, Reno  NV
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Tinley Park/Oak Forest  IL
20050930,20050930,,6.1, Pueblo  CO
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,3.1, Monticello  KY
20050930,20050930,,8.6, Palos Heights  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.5, Tucson  AZ
20050930,20050930,,9, Vacaville  CA
20050930,20050930,,8.3, New Lenox  IL
20050930,20050930,,8.6, Orland Park  IL
20050930,20050930,,8.6, Orland Park  IL
20050930,20050930,,8.6, Orland Park  IL
20050930,20050930,,8.6, Orland Park  IL
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,13.6, Summit  IL
20050930,20050930,,10.1, Ventura  CA
20050930,20050930,,8.3, New Lennox  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Orland Hills  IL
20050930,20050930,,8.3, Orland Hills  IL
20050930,20050930,,8.3, Orland Park  IL
20050930,20050930,,8.3, Orland Park  IL
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,8.3, Joliet/Orland Hills  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.6, Orland Park  IL
20050930,20050930,,9.1, Crystal Lake  IL
20050930,20050930,,7.6, Bourbonnais  IL
20050930,20050930,,7.3, Coral Springs  FL
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,6.7, Mitchell  IN
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,8.3, Tinley Park  IL
20050930,20050930,,4.3, Farmington  UT
20050930,20050930,,8.6, Oak Forest  IL
20050930,20050930,,6.2, New Haven  IN
20050930,20050930,,9.2, Prescott Valley  AZ
20050930,20050930,,8.6, Orland Park  IL
20050930,20050930,,5, Tucson (Catalina Mountains)  AZ
20050930,20050930,,7.5, Sugar Grove  IL
20050930,20050930,,8.6, Chicago  IL
20050930,20050930,,7.2, San Antonio  TX
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.6, Alsip  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.3, Lake Worth  FL
20051001,20051001,,8.6, Orland Park  IL
20051001,20051001,,8.6, Oak Forest  IL
20051001,20051001,,5.7, Homestead  FL
20051001,20051001,,9.2, Vanderbilt  MI
20051001,20051001,,4.2, Greenup  KY
20051001,20051001,,8.8, Posen  IL
20051001,20051001,,8.6, Manhattan  IL
20051001,20051001,,6.5, Liberty Hill  TX
20051001,20051001,,5.1, Evergreen Park/Tinley Park/Orland Park  IL
20051001,20051001,,7.2, Los Angeles  CA
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.6, Evergreen Park  IL
20051001,20051001,,8.2, San Jose  CA
20051001,20051001,,8.6, Oak Forest  IL
20051001,20051001,,8.6, Oak Forest  IL
20051001,20051001,,8.6, Oak Forest  IL
20051001,20051001,,8.6, Midlothian/Posen  IL
20051001,20051001,,8.6, Midlothian  IL
20051001,20051001,,8.6, OakForest  IL
20051001,20051001,,6.2, Winnamac  IN
20051001,20051001,,8.6, Posen/Midlothian  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.6, Hillside  IL
20051001,20051001,,5.1, Crestwood  IL
20051001,20051001,,5, Oklahoma City  OK
20051001,20051001,,8.6, Oak Forest  IL
20051001,20051001,,8.3, Tinley Park  IL
20051001,20051001,,8.6, Orland Park  IL
20051001,20051001,,8.6, Oak Forest  IL
20051001,20051001,,8.6, Oak Forest  IL
20051001,20051001,,9.4, Central Lake  MI
20051001,20051001,,8.6, Orland Park  IL
20051001,20051001,,7.6, Napa  CA
20051001,20051001,,7.1, Rogers  MN
20051001,20051001,,6, Albuquerque  NM
20051001,20051001,,7.9, Cuyahoga Falls  OH
20051001,20051001,,8.3, West Palm Beach  FL
20051001,20051001,,8.2, Phoenix  AZ
20051001,20051001,,7, Laurelville  OH
20051001,20051001,,6.6, Harrisburg  MO
20051002,20051002,,7, Providence  RI
20051002,20051002,,7.8, Edina  MN
20051002,20051002,,7.5, Westfield  MA
20051002,20051002,,6.1, Hillsborough  NJ
20051002,20051002,,6, San marcos  TX
20051002,20051002,,7, Strasburg  CO
20051002,20051002,,8.6, Chicago  IL
20051002,20051002,,8.9, Dividing Creek  NJ
20051002,20051002,,6.2, New York City (Manhattan)  NY
20051002,20051002,,4.9, Heflin  AL
20051003,20051003,,9.6, Westfir  OR
20051003,20051003,,10.5, Boulder  CO
20051003,20051003,,4.7, Ogden  UT
20051003,20051003,,7.4, Hartford  CT
20051003,20051003,,10.1, Sacarmento  CA
20051003,20051003,,7.7, Whitefield  NH
20051003,20051003,,6.2, Cherry Hill  NJ
20051003,20051003,,8.8, Lake Villa  IL
20051003,20051003,,9.3, Castle Rock  CO
20051003,20051003,,8.2, San Jose  CA
20051003,20051003,,10.4, Burlington  VT
20051004,20051004,,5.7, Chanute  KS
20051004,20051004,,6.3, Bonne Terre  MO
20051004,20051004,,7.1, Modesto  CA
20051004,20051004,,8.2, Scottsdale  AZ
20051004,20051004,,7.3, Granger  IA
20051004,20051004,,5, Peoria  AZ
20051004,20051004,,6.2, New York City (Manhattan)  NY
20051004,20051004,,7.6, Grand Rapids  MI
20051004,20051004,,4.6, Huntsville  AL
20051004,20051004,,5.9, Auburn  AL
20051004,20051004,,8.9, Citrus Heights  CA
20051004,20051004,,4.1, Dickensonville  VA
20051004,20051004,,6.6, Woodbridge  VA
20051004,20051004,,8.2, Surprise  AZ
20051004,20051004,,7.5, Seattle  WA
20051004,20051004,,4.3, Rock Hill  SC
20051004,20051004,,9.7, Winnemucca  NV
20051004,20051004,,11.9, Waterford  MI
20051005,20051005,,7.7, Toledo  OH
20051005,20051005,,8, West Des Moines  IA
20051005,20051005,,7.8, Tupper Lake  NY
20051005,20051005,,10.3, Stuart  FL
20051005,20051005,,11.7, Clearwater  FL
20051005,20051005,,7.4, Casper  WY
20051005,20051005,,7.1, Salem  OR
20051005,20051005,,8.3, Mokena  IL
20051005,20051005,,8.7, Great Falls  MT
20051005,20051005,,4.9, Natchez  MS
20051005,20051005,,7.2, Culver City  CA
20051005,20051005,,9.5, Rockford  MI
20051006,20051006,,7.2, Buttonwillow  CA
20051006,20051006,,7.6, Coon Rapids/Fridley  MN
20051006,20051006,,7, Katy  TX
20051006,20051006,,7, Hempstead  TX
20051006,20051006,,7.9, Bartonville  IL
20051006,20051006,,8.8, Cedar Falls  IA
20051006,20051006,,8.3, Park Forest  IL
20051006,20051006,,7.5, Mason City  IA
20051006,20051006,,5.7, Lynchburg  VA
20051006,20051006,,7.2, Huachuca City  AZ
20051007,20051007,,7.5, Lebanon  OH
20051007,20051007,,10.6, Cambridge  WI
20051007,20051007,,7.6, Long Beach  CA
20051007,20051007,,8.3, Orland/Tinley Park  IL
20051007,20051007,,7.6, Scandia  MN
20051007,20051007,,9.9, Sheboygan  WI
20051007,20051007,,10.3, Isle Of Palms  SC
20051007,20051007,,4.3, Lowell  AR
20051007,20051007,,7.7, Boston  MA
20051007,20051007,,10.8, Clifton  CO
20051008,20051008,,8.3, Buena Park  CA
20051008,20051008,,8.7, Bigfork  MT
20051008,20051008,,9, Livermore  CA
20051008,20051008,,7.6, San Francisco  CA
20051008,20051008,,6.9, Watagua  TX
20051008,20051008,,7.6, San Francisco  CA
20051008,20051008,,4.7, Searcy  AR
20051008,20051008,,12, San Fransisco  CA
20051008,20051008,,8.8, Orlando  FL
20051008,20051008,,4.3, Chester  AR
20051009,20051009,,6.6, Vancouver  WA
20051009,20051009,,8.4, Camarillo  CA
20051009,20051009,,5, Denton  TX
20051009,20051009,,6.7, Clovis  CA
20051009,20051009,,9.1, Eagle  CO
20051009,20051009,,5, Tulsa (near)  OK
20051009,20051009,,5.6, Garden City  ID
20051010,20051010,,7.5, Seattle  WA
20051010,20051010,,9.3, Edgewater  FL
20051010,20051010,,8.6, Apache Junction  AZ
20051010,20051010,,7.3, North Miami Beach  FL
20051010,20051010,,8.4, East Wenatchee  WA
20051010,20051010,,4.7, Hendersonville  NC
20051010,20051010,,7.2, Los Angeles  CA
20051010,20051010,,7.3, North Miami Beach  FL
20051010,20051010,,6.1, Franklin  IN
20051010,20051010,,7.9, Loretto  PA
20051010,20051010,,8.1, Brainerd  MN
20051010,20051010,,3.9, Lewisburg  TN
20051011,20051011,,8.2, Tempe  AZ
20051011,20051011,,8.2, Buckeye  AZ
20051011,20051011,,7.5, Mobile  AL
20051011,20051011,,7, Eagan  MN
20051011,20051011,,5, Peoria  AZ
20051011,20051011,,9.7, Holiday  FL
20051011,20051011,,8.6, Casa Grande  AZ
20051011,20051011,,3.9, Lake Point  UT
20051011,20051011,,8.4, Wall Lake  IA
20051011,20051011,,11.5, Pearl Harbor  HI
20051011,20051011,,3.4, Canyonlands NP  UT
20051011,20051011,,5, Siloam Sprngs  AR
20051011,20051011,,5.7, Little Ferry  NJ
20051012,20051012,,8.8, Longwood  FL
20051012,20051012,,8.2, Phoenix  AZ
20051012,20051012,,5.4, Bossier City  LA
20051012,20051012,,10.9, Mesa  AZ
20051012,20051012,,5, Peoria  AZ
20051012,20051012,,8.2, San Jose  CA
20051012,20051012,,5.4, Georgetown  TX
20051012,20051012,,7.2, Bakersfield  CA
20051012,20051012,,6, Farmland  IN
20051012,20051012,,7.4, Republic  OH
20051012,20051012,,6.4, Noblesville  IN
20051013,20051013,,7, Boise  ID
20051013,20051013,,5.7, Miami  FL
20051013,20051013,,6.8, Twin Falls  ID
20051013,20051013,,5, Millbrook  AL
20051013,20051013,,10.3, Jupiter  FL
20051013,20051013,,4.9, Siloam Springs  AR
20051013,20051013,,8.3, Hayward  CA
20051013,20051013,,10.9, Mesa  AZ
20051013,20051013,,4.9, Atlanta  TX
20051013,20051013,,9, Livermore  CA
20051013,20051013,,5.1, Terlton  OK
20051013,20051013,,7, Northfield  MN
20051013,20051013,,5.1, Terlton  OK
20051014,20051014,,7.2, San Antonio  TX
20051014,20051014,,7.1, Park Rapids  MN
20051014,20051014,,5.9, Amarillo  TX
20051014,20051014,,8.9, Lincoln (east of)  MT
20051014,20051014,,9.3, Denver  CO
20051014,20051014,,5.4, Lenexa  KS
20051014,20051014,,6.7, Columbus  OH
20051014,20051014,,6.1, Correo  NM
20051014,20051014,,9.3, Littleton  CO
20051014,20051014,,5.4, Bonner Springs  KS
20051014,20051014,,7.2, Earp  CA
20051015,20051015,,7.4, Oxford  OH
20051015,20051015,,10.9, Bullhead City/Laughlin  AZ
20051015,20051015,,6.2, Marlton  NJ
20051015,20051015,,4.9, Kansas City  MO
20051015,20051015,,5.7, Hiwassee  VA
20051015,20051015,,6.2, Houston  TX
20051015,20051015,,4.5, Ammon  ID
20051015,20051015,,5.2, Springfield  MO
20051015,20051015,,11.3, La Crosse  WI
20051015,20051015,,5.4, Arlington  TX
20051015,20051015,,4.7, Bartlesville  OK
20051015,20051015,,6.9, New Caney  TX
20051015,20051015,,8.2, Austin  TX
20051015,20051015,,11.2, Gleason  WI
20051015,20051015,,11.2, Gleason  WI
20051015,20051015,,11.2, Gleason  WI
20051015,20051015,,8.3, Joliet  IL
20051015,20051015,,8, Fairbanks  AK
20051015,20051015,,8.4, Jacksonville  FL
20051015,20051015,,7, Spanaway  WA
20051015,20051015,,6.7, Americus  GA
20051015,20051015,,5.9, Cary  NC
20051015,20051015,,5.6, Converse  IN
20051015,20051015,,5.4, Mineola  TX
20051015,20051015,,7.5, Seattle  WA
20051015,20051015,,6.8, Schuylkill Haven  PA
20051015,20051015,,9.5, Brentwood  NH
20051015,20051015,,5.4, Thrall  LA
20051016,20051016,,10.5, Boulder  CO
20051016,20051016,,9.3, Daytona Beach  FL
20051016,20051016,,8.6, Chicago  IL
20051016,20051016,,7.6, Westland  MI
20051016,20051016,,8.6, Saint Clair Shores  MI
20051016,20051016,,5.1, Anderson  SC
20051016,20051016,,6.6, Vancouver  WA
20051016,20051016,,7.1, Modesto  CA
20051016,20051016,,6.8, Virginia Beach  VA
20051016,20051016,,6.7, North Zulch  TX
20051016,20051016,,7.6, Santa Maria  CA
20051016,20051016,,7.6, Santa Maria  CA
20051016,20051016,,7.6, Porterville  CA
20051016,20051016,,10.1, Ventura  CA
20051016,20051016,,5.8, Colorado Springs  CO
20051017,20051017,,5.7, Chambersburg  PA
20051017,20051017,,8.8, Orlando  FL
20051017,20051017,,7.4, Kittanning  PA
20051017,20051017,,7.6, Wixom  MI
20051017,20051017,,5.1, Kearns  UT
20051017,20051017,,5.4, Arlington  TX
20051017,20051017,,8.8, Glendale  AZ
20051017,20051017,,4.3, West Valley  UT
20051017,20051017,,4.6, Murfreesboro  TN
20051017,20051017,,5.1, Kearns  UT
20051017,20051017,,6.6, West Chester  PA
20051017,20051017,,5.5, Yukon  OK
20051017,20051017,,9.2, Milwaukee  WI
20051017,20051017,,6.6, West Chester  PA
20051017,20051017,,6.2, Clementon  NJ
20051018,20051018,,8.6, Hickory Hills  IL
20051018,20051018,,10.9, Oshkosh  WI
20051018,20051018,,8.6, Oak Forest  IL
20051018,20051018,,3.8, Hillsboro  KY
20051018,20051018,,6.9, Brazil  IN
20051018,20051018,,4.5, Louisville  KY
20051018,20051018,,7, Anchorage  AK
20051018,20051018,,6.6, Downingtown  PA
20051018,20051018,,8.8, Orlando  FL
20051019,20051019,,6.5, Chillicothe  OH
20051019,20051019,,6.5, Elizabeth  NJ
20051019,20051019,,5.9, Jonestown  PA
20051019,20051019,,8.6, Marlboro  MA
20051019,20051019,,9.2, Milwaukee  WI
20051019,20051019,,2.9, Whitesburg  KY
20051019,20051019,,6.5, Bastrop  LA
20051020,20051020,,7.6, Pinckney  MI
20051020,20051020,,9.3, Denver  CO
20051020,20051020,,8, Brandon  FL
20051020,20051020,,8.7, Gainesville  FL
20051020,20051020,,6.1, Nixa  MO
20051020,20051020,,7.6, Lancaster  CA
20051020,20051020,,9.1, Quincy  MA
20051020,20051020,,8.2, Austin  TX
20051020,20051020,,8.2, Surprise  AZ
20051020,20051020,,7.4, Montville  OH
20051020,20051020,,4.4, Rockport  WV
20051020,20051020,,8.6, Geneva  IL
20051020,20051020,,8.4, North Myrtle Beach  SC
20051020,20051020,,5, Connelly Springs  NC
20051020,20051020,,5.2, Springfield  MO
20051020,20051020,,9.6, Wellston  MI
20051020,20051020,,6.1, Pueblo  CO
20051020,20051020,,8.4, Moline  IL
20051021,20051021,,3.6, Parkersburg  WV
20051021,20051021,,9.1, Canyonville  OR
20051021,20051021,,5.7, Kansas City  KS
20051021,20051021,,7.2, Equinunk  PA
20051021,20051021,,4.9, Heflin  AL
20051022,20051022,,6.3, Lithia Springs  GA
20051022,20051022,,7.1, Irmo  SC
20051022,20051022,,8.7, Liverpool  NY
20051022,20051022,,6.2, Gulf of Mexico (west of VK 989)  LA
20051022,20051022,,8.2, Phoenix  AZ
20051022,20051022,,5.5, Grand Island  NE
20051022,20051022,,5.2, Little Rock  AR
20051022,20051022,,5, Edmond  OK
20051022,20051022,,7.6, Shoreview  MN
20051022,20051022,,6.6, Nelsonville  OH
20051022,20051022,,8.3, Tinley Park  IL
20051022,20051022,,6.8, Silver City  NM
20051022,20051022,,7.5, Hinkley  CA
20051022,20051022,,8.3, Tinley Park  IL
20051023,20051023,,5.9, Fort Worth  TX
20051023,20051023,,5.3, Jacksonville  NC
20051023,20051023,,8.2, Phoenix  AZ
20051023,20051023,,5.7, West New York  NJ
20051023,20051023,,8.3, Yucaipa  CA
20051023,20051023,,4.4, Preston  KS
20051023,20051023,,8.2, Around Park Valley  UT
20051023,20051023,,8.3, Yucaipa  CA
20051023,20051023,,4.4, Espanola  NM
20051024,20051024,,7.2, San Antonio  TX
20051024,20051024,,9.3, Denver  CO
20051024,20051024,,8.2, Surprise  AZ
20051024,20051024,,6, Missouri City  TX
20051024,20051024,,9.2, Ely (7 mi. south of)  NV
20051024,20051024,,5.7, Miami  FL
20051024,20051024,,7.3, North Miami  FL
20051024,20051024,,8.6, Queen Creek  AZ
20051024,20051024,,7.3, Lauderhill  FL
20051025,20051025,,11.1, Pasadena  CA
20051025,20051025,,8.2, Surprise  AZ
20051025,20051025,,6.6, Canon City  CO
20051025,20051025,,5.7, Miami Beach  FL
20051025,20051025,,7.6, Morgan Hill  CA
20051025,20051025,,9.2, Milwaukee  WI
20051026,20051026,,8.7, Chesterfield  MO
20051026,20051026,,8.6, Eloy  AZ
20051026,20051026,,3.8, Hillsboro  KY
20051026,20051026,,7.6, Tracy  CA
20051026,20051026,,7.6, San Jose  CA
20051026,20051026,,8.5, Borrego Springs  CA
20051026,20051026,,8.1, Covington  GA
20051026,20051026,,7.6, San Francisco  CA
20051026,20051026,,7.6, Tracy  CA
20051026,20051026,,5.6, I-495S/I-95S  VA
20051026,20051026,,8.8, Orlando  FL
20051026,20051026,,7.6, San Francisco  CA
20051026,20051026,,4.5, Wichita  KS
20051026,20051026,,8.2, Gila Bend  AZ
20051026,20051026,,7.6, Tracy  CA
20051027,20051027,,10.2, Redwood City  CA
20051027,20051027,,6.8, Glidden  IA
20051027,20051027,,5.3, Jacksonville  NC
20051027,20051027,,6.9, Pierceville  KS
20051027,20051027,,6.1,   NY
20051027,20051027,,8.6, Edwardsville  IL
20051027,20051027,,9.8, Elko  NV
20051028,20051028,,8.2, Austin  TX
20051028,20051028,,8.5, Carlsbad  CA
20051028,20051028,,4, New York City (Bronx)  NY
20051028,20051028,,5.1, Memphis  TN
20051028,20051028,,8.7, Fenton  MO
20051028,20051028,,10.3, Cocoa  FL
20051028,20051028,,2.9, Evarts  KY
20051028,20051028,,6, Kendallville  IN
20051028,20051028,,4.1, Nicholasville  KY
20051028,20051028,,5.4, Mesquite  TX
20051028,20051028,,8.3, Eldridge  IA
20051029,20051029,,7.4, Frankenmuth  MI
20051029,20051029,,8.2, Surprise  AZ
20051029,20051029,,5.3, Farmington  NM
20051029,20051029,,4, Livingston  LA
20051029,20051029,,6.7, Wyndmoor  PA
20051029,20051029,,7.6, Lancaster  CA
20051029,20051029,,7.5, Seattle (Boeing Field)  WA
20051029,20051029,,5.3, Mishawaka  IN
20051029,20051029,,3.8, Hillsboro  KY
20051029,20051029,,7.4,   OH
20051029,20051029,,7.4, Surprise  AZ
20051029,20051029,,5.9, Dallas  TX
20051029,20051029,,5.3, New Wimington  PA
20051030,20051030,,5.3, Strafford  MO
20051030,20051030,,6, Starkville  MS
20051030,20051030,,8.3, Mission Viejo  CA
20051030,20051030,,8.4, Litchfield  CT
20051030,20051030,,11, Kelseyville  CA
20051030,20051030,,12.6, Marin  CA
20051030,20051030,,5.3, Osierfield  GA
20051030,20051030,,5.4, Turnpike  NJ
20051030,20051030,,7.6, Porterville  CA
20051030,20051030,,8.3, Perris  CA
20051030,20051030,,8.4, Litchfield  CT
20051030,20051030,,7.6, Napa  CA
20051030,20051030,,8.8, Preston  MD
20051030,20051030,,3.2, Glendale  KY
20051030,20051030,,11, Rachel  NV
20051030,20051030,,6, Indianapolis  IN
20051030,20051030,,7.6, Porterville  CA
20051030,20051030,,11, Sonoma  CA
20051030,20051030,,8.4, Flagstaff  AZ
20051030,20051030,,4.3, Silver Spring  MD
20051030,20051030,,7.2, Edwards AFB  CA
20051031,20051031,,4.4, Mars Hill  NC
20051031,20051031,,11, Las Vegas  NV
20051031,20051031,,8.9, Charlottesville  VA
20051031,20051031,,8.9, Charlottesville  VA
20051031,20051031,,8.4, New Milford  CT
20051031,20051031,,4.4, Marion  NC
20051031,20051031,,3.6, Bristol  TN
20051031,20051031,,7.8, Laporte  IN
20051031,20051031,,7.2, Baltimore  MD
20051031,20051031,,5.1, Salt Lake City  UT
20051031,20051031,,6.6, Poughkeepsie  NY
20051031,20051031,,7.9, Johnstown  PA
20051031,20051031,,5.6, Greensboro  MD
20051031,20051031,,5.6, Greensboro  NC
20051031,20051031,,7.9, Newark  DE
20051031,20051031,,4.9, Leesburg  VA
20051031,20051031,,8.3, Northridge  CA
20051031,20051031,,7.4, Augusta Springs  VA
20051031,20051031,,3.6, Bristol  TN
20051031,20051031,,6, Clarksville  MD
20051031,20051031,,6.1, Linwood  NJ
20051031,20051031,,6.9, Retreat  TX
20051031,20051031,,4.8, Burnsville  NC
20051031,20051031,,5.7, Chambersburg  PA
20051031,20051031,,6.8, Clearfield/Curwensville  PA
20051031,20051031,,7.6, Fairfield  CA
20051031,20051031,,8.2, Fort Fisher  NC
20051031,20051031,,4.7, Lancaster  PA
20051031,20051031,,5.6, Turner Falls  OK
20051031,20051031,,4, Yonkers  NY
20051031,20051031,,8.3, Northridge  CA
20051031,20051031,,8.2, Scottsdale/Phoenix  AZ
20051031,20051031,,8.2, Scottsdale  AZ
20051031,20051031,,9, Vallejo  CA
20051031,20051031,,8.6, Orland Park  IL
20051031,20051031,,6, Poolesville/Dickerson  MD
20051031,20051031,,7.3, Edison  NJ
20051101,20051101,,8.8, Orlando  FL
20051101,20051101,,8.5, Schaumburg  IL
20051101,20051101,,10.1, Ventura  CA
20051101,20051101,,12.9, Powers  MI
20051101,20051101,,10.1, Irvine  CA
20051101,20051101,,9.5, Brentwood  NH
20051101,20051101,,5.6, El Paso (rural)  IL
20051101,20051101,,5.9, Columbia  MO
20051101,20051101,,9.2, Jamestown  RI
20051101,20051101,,7.6, Clarks Summit  PA
20051101,20051101,,8.5, Tucson  AZ
20051101,20051101,,6.2, Interstate 10 (between BR and Laf)  LA
20051101,20051101,,6.8, Atlantic City  NJ
20051101,20051101,,7.1, Danielson  CT
20051101,20051101,,8.3, Tinley Park  IL
20051102,20051102,,7.2, San Antonio  TX
20051102,20051102,,8.1, Springfield  IL
20051102,20051102,,6.4, Pocono Summit  PA
20051102,20051102,,5.3, Oak Island  NC
20051102,20051102,,4.6, Coweta  OK
20051102,20051102,,5.1, Oblong (rural)  IL
20051102,20051102,,6.7, Kingsville  TX
20051102,20051102,,11.3, Wyoming  MI
20051102,20051102,,6, Newton  IL
20051102,20051102,,6.3, Fort Branch  IN
20051102,20051102,,5.3, Bedford  VA
20051102,20051102,,11.1, Garden Grove  CA
20051102,20051102,,6.3, Plum Borough  PA
20051102,20051102,,10.4, Marshfield (rural)  WI
20051102,20051102,,7.2, Bigfork  MN
20051102,20051102,,5.4, Arlington  TX
20051102,20051102,,8.6, Chicago  IL
20051102,20051102,,8.6, Chicago  IL
20051102,20051102,,6.8, Virginia Beach  VA
20051102,20051102,,7.6, Richfield  MN
20051102,20051102,,6.3, Woodstock  GA
20051103,20051103,,7.2, South Pasadena  CA
20051103,20051103,,10.3, Rockledge  FL
20051103,20051103,,6.7, Kingsville  TX
20051103,20051103,,8.9, Citrus Heights  CA
20051103,20051103,,7.7, Catskill  NY
20051103,20051103,,3.8, Morganfield  KY
20051103,20051103,,8.9, New Rome  WI
20051103,20051103,,6.9, Elgin  TX
20051103,20051103,,7.6, Mountain View  CA
20051103,20051103,,7, New Castle  PA
20051103,20051103,,5.7, Lynchburg  VA
20051103,20051103,,8.6, Chicago  IL
20051103,20051103,,7.5, Naples  FL
20051103,20051103,,7.6, Concord  CA
20051103,20051103,,11, North Las Vegas  NV
20051103,20051103,,13.5, Vail  CO
20051103,20051103,,6.4, Arden  NC
20051103,20051103,,11.1, Woodland  CA
20051103,20051103,,10.5, Longmont  CO
20051103,20051103,,7.6, Chico  CA
20051104,20051104,,4.9, Morgantown  WV
20051104,20051104,,6.6, Guilford  CT
20051104,20051104,,7, Tacoma  WA
20051104,20051104,,7, Edwardsburg  MI
20051104,20051104,,3.6, Cairo  WV
20051104,20051104,,6.7, Clovis  CA
20051104,20051104,,6.7, Lemoore  CA
20051104,20051104,,4.1, Newcastle  OK
20051104,20051104,,8.6, Collinsville  IL
20051104,20051104,,6.3, Near Moscow  PA
20051104,20051104,,5.5, Belton  TX
20051104,20051104,,8.1, West Bridgewater  MA
20051104,20051104,,9.1, Helena  MT
20051105,20051105,,7.9, Mason (just north of)  MI
20051105,20051105,,6.2, Humble  TX
20051105,20051105,,8.4, Oxnard  CA
20051105,20051105,,6.4, Laramie  WY
20051105,20051105,,7.6, Porterville  CA
20051105,20051105,,7.7, Cranston  RI
20051105,20051105,,11, North Las Vegas  NV
20051105,20051105,,5.7, South Plainfield  NJ
20051105,20051105,,5.7, South Plainfield  NJ
20051105,20051105,,8.2, Surprise  AZ
20051105,20051105,,10.3, Jensen Beach  FL
20051105,20051105,,7.6, Grand Blanc  MI
20051105,20051105,,3.5, Hermitage  TN
20051105,20051105,,5.5, Kingston  OK
20051105,20051105,,6.7, Hanford  CA
20051105,20051105,,5.5, Temple  TX
20051105,20051105,,5.8, Somerset  TX
20051105,20051105,,6, Nolanville  TX
20051105,20051105,,8.2, Phoenix  AZ
20051105,20051105,,6, Brunswick  GA
20051105,20051105,,7.4, Dresden  OH
20051105,20051105,,7.9, Bellingham  WA
20051105,20051105,,7, Boise  ID
20051106,20051106,,7.5, Lynnwood  WA
20051106,20051106,,6.9, Ellsinore  MO
20051106,20051106,,6.9, Bastrop  TX
20051106,20051106,,6.1, Cedarville  NY
20051106,20051106,,7.1, Buffalo  NY
20051106,20051106,,7.6, Valencia  CA
20051106,20051106,,6.3, Van Buren (east of)  MO
20051106,20051106,,6, Plano  TX
20051106,20051106,,7.6, Lodi  CA
20051106,20051106,,7, Cincinnati  OH
20051107,20051107,,9.4, Navarre  FL
20051107,20051107,,9.4, Navarre  FL
20051107,20051107,,5.8, Harrisburg  PA
20051107,20051107,,8.4, Myrtle Beach  SC
20051107,20051107,,7.8, Minnetonka  MN
20051107,20051107,,7.3, Urbandale  IA
20051107,20051107,,6.9, Bastrop  TX
20051107,20051107,,5, Bridgewater  NJ
20051107,20051107,,9.4, Navarre  FL
20051107,20051107,,9.4, Navarre  FL
