location	longitude	latitude
 Lebanon, IN	-86.4691677	40.0483744
 Grand Isle, ME	-68.1519797	47.3053186
 El Cajon, CA	-116.9625269	32.7947731
 Emsworth, PA	-80.0945006	40.5100684
 Brown City, MI	-82.98966	43.212249
 Alexandria, VA	-77.0902476527	38.8147596
 Albany, OR	-123.1059324	44.6365071
 Smethport, PA	-78.446264	41.8091097
 Monroe, WA	-121.987547017	47.862745
 Mariano Lake, NM	-108.3135227	35.5798476
 Hayward, CA	-123.7244026	48.8032735
 Columbus, OH	-83.0007065	39.9622601
 Toronto (Canada), ON	-79.3393922243	43.847566
 Memramcook (Canada), NB	-64.5669642	45.9763743
 Seligman (40 mi east of), AZ	-112.850820067	35.325434
 King Country (New Zealand),	176.0975771	-38.6695702
 Badlands, SD	-102.730996	45.2208205
 Union City, CA	-122.0816297	37.5963232
 Mesa, AZ	-114.0824451	34.2700153
 Victoria (Canada), BC	-100.2905001	25.7692306
 Grand Haven, MI	-86.2283864	43.0630734
 Longview, WA	-122.9344623	46.1377048
 Myrtle Beach, SC	-78.8900409	33.6956461
 Qui-Nhon (Viet Nam), WA	109.232667	13.770409
 Inyokern, CA	-117.8125674	35.6468991
 Kaneohe, HI	-157.796071607	21.4055
 Portlaoise (Republic of Ireland),	-7.32653537417	52.98700045
 Newington, NH	-70.834351	43.100482
 San Francisco, CA	-71.2743272	46.8443248
 Huntington, IN	-85.497476	40.8831011
 Estes Park, CO	-105.531074868	40.336359
 Boiling Springs, PA	-77.1308005	40.150042
 El Yunque (Puerto Rico),	-65.7913844	18.3106898
 Frankford, MO	-91.3192615	39.4930299
 Palmdale, CA	-118.1171108	34.5793131
 Vinton, IA	-92.021343	42.1662438
 Somerset, KY	-84.6041084	37.0920222
 Peoria, IL	-89.5891008	40.6938609
 Scottsdale, AZ	-111.8992365	33.5091215
 Phoenix, AZ	-112.0773456	33.4485866
 Helena, MT	-112.036109	46.592712
 Westminster West, MD	-76.9959277	39.5752639
 Carnarvon Gorge (Australia),	148.2553456	-25.0709308
 Cape Coral, FL	-81.9806771	26.6059432
 Huntington Beach, CA	-118.0000166	33.6783336
 Elliot Lake (Canada), ON	-82.652893	46.373464
 Alexandria, LA	-95.377883	45.8846686
 Wigan (UK/England),	-2.6264624	53.5457188
 San Diego, CA	-117.1627714	32.7174209
 Linwood, PA	-85.8641166	31.9268218
 Fairfield, IA	-91.9626486	41.0087364
 Kona, HI	-155.983411391	19.6317668633
 Pickstown, SD	-98.5320265	43.0672168
 Shiloh, NC	-82.5326236	35.5512242
 Fredericksburg, VA	-77.4605399	38.3031837
 Aztalan State Park, WI	-88.8604187102	43.066505
 Wenatchee, WA	-120.3103494	47.4234599
 Moss Point, MS	-88.5344601	30.4115881
 Capetown (CPT) (South Africa),	18.4157172	-33.9224048
 Windsor, SC	-81.5137177	33.4818117
 Hayward, CA	-123.7244026	48.8032735
 Melbourne (VIC, Australia),	144.9631608	-37.8142176
 Sandpoint, ID	-116.5532476	48.2765903
 I-5 (Firebaugh Exit), CA	-80.7352244	43.3287859
 Madison, WI	-89.3837613	43.074761
 Westminster, CA	-81.2392213	42.8864294
 Garfield Heights, OH	-81.6059581	41.4169974
 Aruba (Caribbean),	-69.9814259271	12.50999065
 Eureka, CA	-85.9373384358	79.98855485
 Irvine, CA	-110.2732606	49.9584438
 South Yarmouth, MA	-70.1847414	41.6667779
 Ketchikan, AK	-131.6466819	55.3430696
 Hot Springs, AR	-93.0427203041	34.4310545
 Augusta, GA	-81.9748429	33.4709714
 Port St. Lucie, FL	-80.3503283	27.2939333
 Vega, TX	-102.425804124	35.245161

 Boston, MA	-71.0595678	42.3604823
 Manchester (UK/England),	-2.24922263345	53.38360005
 Silver City, NM	-108.2793701	32.7725053
 Citrus Heights, CA	-121.2810611	38.7071247
 Boulder area (not sure: it was far away), CO	-79.1631841363	41.62791115
 Memphis (100 miles north of), TN	-90.0516285	35.1490215

 Mattituck, NY	-72.5342547	40.9912115

 Schaumburg, IL	-88.083406	42.0333608
 Antioch, CA	-121.805789	38.0049214
 West Chester, PA	-75.6059638	39.9597213
 Cohutta, GA	-84.9527235	34.9595209
 Green Bay, WI	-88.0125794	44.5126379
 Bakersfield, CA	-119.0194639	35.3738712
 Mesa, AZ	-114.0824451	34.2700153

 Mexia, TX	-96.482203	31.6798895
 Pittsburgh, PA	-79.9900861	40.4416941
 Yellowknife (Canada), NT	-114.4384901	62.4709394
 Little River, SD	26.1672935	55.1592876
 Lancaster, TX	-96.7561083	32.5920798
 Peoria, IL	-89.5891008	40.6938609
 Flint, MI	-83.7236024	43.0171773
 Pinetop, AZ	-109.9376056	34.1258775
 Auburn, CA	-64.8687417	45.0177739
 Alice Springs  (NT, Australia),	133.8812885	-23.6983884
 Pasco, WA	-119.1005657	46.2395793
 Kill Devil Hills, NC	-75.6760101	36.0307227
 Olympia, WA	-122.8948725	47.0450197
 Lake in the Hills, IL	-88.3303618	42.1816908
 Livermore Falls, ME	-70.188114	44.4753426
 Santa Rosa, CA	-123.10250585	49.26334935
 Lucasville, OH	-83.0002023429	38.8772335
 Lima (Peru),	-101.1569649	19.7078812
 South Bend, IN	-86.2500066	41.6833813
 El Cajon, CA	-116.9625269	32.7947731
 Runcorn (UK/England),	-2.7318635	53.3357763
 Amado, AZ	-111.062128424	31.685279
 Belleview, FL	-82.0623105	29.0552578
 Wenatchee, WA	-120.3103494	47.4234599
 Eureka, CA	-85.9373384358	79.98855485
 Sissonville, WV	-81.6309601	38.5281485

 Jackson, NJ	-74.3647772	40.1151766
 Sallisaw, OK	-94.7874463	35.4603711
 Kopervik (Norway),	5.2999333	59.2850771
 Hayward, CA	-123.7244026	48.8032735
 Kansas City, MO	-94.5408358	38.6843072
 Aloha, OR	-122.8670451	45.4942838
 Biloxi, MS	-88.8853645	30.3960318
 North Hudson, NY	-73.728561	43.952788
 Huntington, IN	-85.497476	40.8831011
 Toronto (Canada), ON	-79.3393922243	43.847566


 Englewood, CO	-104.9879641	39.6482059
 Lafayette, GA	-85.2818998	34.7048022
 London (Canada), ON	-81.2320021	42.9604373
 Pensacola, FL	-87.2169149	30.421309
 Phoenix, NY	18.9904014051	50.2769742
 Wolfeboro, NH	-71.207886	43.58437
 El Segundo, CA	-118.383179	33.912594
 Trichardt (South Africa),	29.2288889	-26.4913889
 Eagle, CO	-106.7172844	39.6161124
 Lame Deer, MT	-106.6666984	45.6230476
 Wailea, HI	-155.1230327	19.8857764
 Albuquerque, NM	-106.6509851	35.0841034
 Whitmire, SC	-81.6114932	34.5029146
 Martinez, CA	-122.1298309	38.0103311
 Western, KS	-95.7431382	39.4623624
 New York City (Manhattan), NY	-74.0000328	40.759151
 Maple Valley, WA	-122.0437127	47.3664231
 UK/England,	-0.540240286617	52.7954791

 Crestline, CA	-117.293895612	34.2495525
 West Lake, ME	-103.487706748	19.66660095
 Egham (UK/England),	-0.5473085	51.4312585
 Indianapolis, IN	-86.1583502	39.7683331
 Atwater, CA	-102.2268326	50.7742229
 Cocoa, FL	-80.7419984	28.3861159
 Dallas, TX	-96.7968559	32.7762719
 Richmond (Canada), BC	-118.1852901	34.196478
 Marion, NY	-77.189147	43.143397
 Alexandria, VA	-77.0902476527	38.8147596
 Battle Creek, MI	-85.1824269	42.3192548
 Palatine, IL	-88.0336888	42.1105779
 Flowery Branch, GA	-83.916341	34.192225
 Rail Road Flat, CA	-120.505828512	38.3159475
 Fingal (North Dublin) (Republic of Ireland),	-6.22498020932	53.49422125

 New Castle, PA	-80.3470091	41.0036719
 Duxbury, MA	-70.672259	42.0417695
 Willits, CA	-123.3555602	39.4096043
 Copenhagen (Denmark),	12.5700724	55.6867243
 Carnesville, GA	-83.235155	34.3698266
 Brockville (Canada), ON	-75.686531	44.591445
 Solvang, CA	-120.1390894	34.5958572
 Gilroy, CA	-121.5631723	37.0065078
 Parkertown, NJ	-74.3148661	39.627063
 Istanbul (Turkey),	28.9651646	41.0096334
 Bacolod City (Occidental Province) (Philippines),	122.9513786	10.6762836
 Seattle, WA	-122.3300624	47.6038321
 Wilmington, DE	-75.546589	39.7459468
 Shelbyville, KY	-85.2235666	38.2120144
 Riverside, CA	-122.2971512	49.122193
 Titonka, IA	-94.0413443	43.236906
 Dunstable (UK/England),	-0.5161863	51.8885447
 Pearl, MS	-157.985469278	21.39334135
 Kalamazoo, MI	-85.5872286	42.291707
 Lansing (few miles northwest of, in the country), MI	-84.5553805	42.7337712
 Griswold, CT	-71.9622443	41.6035026
 Bellingham, WA	-122.4788602	48.754402
 Naugatuck, CT	-73.0509432	41.4860186
 Flagstaff, AZ	-111.6514259	35.199458
 Fayetteville, NC	-78.878292	35.0525759
 Lakewood, CO	-105.110058182	39.6311085
 Westbury, NY	-73.5876273	40.7556561
 Cocoa Beach, FL	-80.6263148689	28.3293255
 Nashville, TN	-86.7743531	36.1622296
 Wasilla, AK	-149.4380985	61.5828234
 Whitesburg, KY	-82.8268265	37.1184318
 Cocoa, FL	-80.7419984	28.3861159
 Deming, NM	-107.7586404	32.2686981
 Crosby, TX	-95.0621941	29.9118885
 Lakeville (Canada), NB	-67.6858362	46.337243
 Valhalla, NY	-73.9873999	40.765979
 Deer Park, NY	-73.3292858	40.7617653
 Albany, IN	-85.2419145	40.3008764
 Glen Burnie, MD	-76.6250756	39.1626298
 Holtsville, NY	-73.0451085	40.8153762
 New Castle, IN	-85.3702477	39.9289351
 Truro, IA	-93.8466116	41.2097152
 Newbury (Canada), ON	-81.7993229	42.684563
 Lambertville, MI	-83.6279921	41.7658819
 Cross City, FL	-83.1251306	29.6343977
 Brisbane (QLD, Australia),	153.0234991	-27.4689682
 Saskatoon (Canada), SK	-106.5299302	52.15733105
 Victoria (Canada), BC	-100.2905001	25.7692306
 Budapest (Hungary),	19.0404707	47.4983815
 Isabela (Puerto Rico),	-67.024343	18.5008172
 Petaluma, CA	-122.606122413	38.270022
 Spring Valley, CA	-63.6258941	46.4972658
 Saint Johns (15 miles NE of), AZ	-109.3609327	34.5058698
 Watertown, WI	-88.7286352	43.1948481
 New York City (Brooklyn), NY	-73.9385536	40.6391069
 Chicago, IL	-87.6244212	41.8755546
 Moline, IL	-90.5151342	41.5067003
 Albuquerque, NM	-106.6509851	35.0841034
 Pratt, KS	-98.7485305	37.6280602
 Portsmouth, NH	-70.7625532	43.0717552
 Gastonia, NC	-81.1873005	35.262082
 Sarasota, FL	-82.5306527	27.3364347


 Wrightsville Beach, NC	-77.7955907	34.2079917
 Yucca Valley, CA	-116.4140676	34.1234629
 Albany, IL	-73.754968	42.6511674
 Prophetstown, IL	-89.9362249	41.6714198
 Espanola (Canada), ON	-81.769867	46.265341
 Wheelersburg, OH	-82.8459497509	38.7391035
 Downers Grove, IL	-88.0068999	41.7946074
 Comox Valley (Canada), BC	-124.9276177	49.6727748
 Bergenfield, NJ	-73.9973608	40.9275987
 New York City (P. S. 54), NY	-73.9866136	40.7306458
 Peoria, IL	-89.5891008	40.6938609
 Independence, MO	-94.4155068	39.0911161
 St. Louis, MO	-90.2416548	38.6337716
 Eureka, CA	-85.9373384358	79.98855485

 White Owl, SD	-102.4295756	44.5941529

 Phoenix, AZ	-112.0773456	33.4485866
 Glenburn, ME	-68.8472592	44.9106244
 Slocomb, AL	-85.594378	31.1082335
 Fort Gordon, GA	-82.1620645	33.420972
 Huntsville, AR	-93.7413032	36.0861871
 Colchester (Canada), ON	-82.932358	41.985525
 Sun City, CA	-117.2027867	33.7010223
 North Miami, FL	-80.1750695501	25.90560775
 Browning, MT	-113.0172586	48.557743
 Doylestown, PA	-75.1304373	40.3100865
 Toulouse (southeastern suburbs) (France),	1.4442469	43.6044622
 Rohnert Park, CA	-122.7010984	38.3396367
 Quartzite, AZ	-114.3651229	34.5424166
 Peabody, MA	-70.9286609	42.5278731
 Santa Barbara, CA	-73.6077401	45.5361933
 New York City, NY	-73.9866136	40.7306458
 Beatty (near), OR	-121.2709315	42.4419561
 Pittsburg, TX	-94.9657688	32.9954021
 White Plains, NY	-73.7629097	41.0339862
 Langley, WA	-122.4094051	48.0399806
 Passaic, NJ	-74.3335571838	40.8195845
 Kokomo, IN	-86.1336351	40.4864444
 Sicamous (Canada), BC	-118.9826386	50.8367991
 Seattle, WA	-122.3300624	47.6038321
 Mountlake Terrace (Seattle), WA	-122.3314116	47.8000944
 West Hollywood, CA	-118.3617443	34.0900091
 Ellis, KS	-99.3267086	38.9206744
 Nhlangano (Swaziland),	31.200679	-27.112694
 Hartford, CT	-72.6908673	41.7645491
 Salem, OR	-123.033121	44.9391565
 Worcester, MA	-71.8022934	42.2625932
 Lake Havasu City, AZ	-114.344001	34.4742786
 Guilford, CT	-72.6817616	41.2889866
 Tacoma, WA	-122.4398746	47.2495798
 Apex, NC	-78.8505516	35.7325352
 Tulsa, OK	-95.9929113	36.1556805
 Evanston, IL	-87.6930459	42.0447388
 Vail, CO	-106.3862088	39.6426439
 Howell, NJ	-74.1911588	40.1659101
 Wenatchee, WA	-120.3103494	47.4234599
 Norcross, GA	-84.2135309	33.9412127
 Lawrence, KS	-95.2359496	38.9719384
 Valhalla, NY	-73.9873999	40.765979
 Buellton, CA	-120.1936692	34.6134727
 Evansville, IN	-87.5558483	37.9747645
 Denver, CO	-104.9847034	39.7391536

 Fort Myers, FL	-81.8723084	26.640628
 New York City (Staten Island), NY	-74.1454056	40.6329178
 Lyndhurst, OH	-81.488732	41.520052
 Bland, MO	-106.4653087	35.7575258
 Kirchzell (Germany),	9.1794513	49.6181297
 Gilmanton, NH	-71.414566	43.425497
 Burlington, MA	-71.1956111	42.5048167
 New Mexico (rural, northern part of), NM	-106.2036349	35.2525419
 Phoenix, AZ	-112.0773456	33.4485866
 Countryside, IL	-87.8729747981	41.7771605
 Port Orchard, WA	-122.6384056	47.5315625
 Chesterfield, VA	-77.578509	37.3859982
 Bergenfield, NJ	-73.9973608	40.9275987
 Addy, WA	-117.8374739	48.3560097
 Cape Coral, FL	-81.9806771	26.6059432
 Vashon Island, WA	-122.5620094	48.0858683
 Fulton, NY	-74.4461771	43.1061507
 Rochester (outside of), NY	-77.615214	43.157285
 Hayneville, AL	-86.5802533	32.1840315

 Nixon, TX	-97.7644429	29.267464
 West Hartford, CT	-72.7420399	41.7620447
 San Marcos, TX	-97.9405828	29.8826436
 San Bruno, CA	-122.4110835	37.6304904
 New York City (Bronx), NY	-73.897035	40.900288
 Multiple, NH	4.8968461	52.373697
 Elk Grove, CA	-121.3716178	38.4087993
 Welfleet, MA	-71.3453053	42.1267882
 Little Rock, AR	-92.2895948	34.7464809
 Split Lake (Canada), MB	-96.096039	56.245639
 Vancouver (Canada), BC	-100.2877992	25.770135
 Panama City, FL	-85.6545729	30.1600827
 Chelsea (Pontiac) (Canada), QC	-75.808023	45.5031737
 Walpole, MA	-71.2494985	42.1417653
 Pigeon Forge, TN	-83.5543329	35.7884241
 Fort Myers, FL	-81.8723084	26.640628
 Conway, AR	-60.7236068	-32.88418
 Chicago (Midway Clearing Dist.), IL	-87.6244212	41.8755546
 Gold Bar, WA	-121.6932029	47.8540432
 Nottingham (UK/England),	-1.1492773	52.9534161

 Katy, TX	-95.8243956	29.7857853
 Toronto (Canada), ON	-79.3393922243	43.847566
 Mendham, NJ	-74.6007142	40.7759334
 McKean County, PA	-78.5769879	41.8019737

 Four Oaks, NC	-78.4269489	35.4448836
 Accord, NY	-74.2290366	41.7856489
 Garden Grove, CA	-96.8780139	49.5091225
 Anaheim Hills, CA	-117.7773862	33.8444082
 Graham, WA	-122.2785729	47.0395996
 Philadelphia (suburb), PA	-75.1635899	39.9523993
 Mt Gilead, OH	-82.8274015	40.5492265
 Glendale, AZ	-112.404683064	33.558997
 Houghton, MI	-88.569012	47.121872
 Beaumont, TX	-94.1018461	30.0860459
 Tijuana B.C. (Mexico),	-116.8997504	32.5395712
 Big Bear, CA	-79.849810638	43.2009724
 Beavercreek, OH	-84.0632685	39.7092262
 Whitman, MA	-70.935599	42.0806617
 Surrey (Canada), BC	-2.3772846	36.8392529
 Conyers, GA	-84.0176904	33.6676103
 Country, IN	-79.5178004	36.0462469
 Sydney (NSW, Australia),	151.2164539	-33.8548157
 Clearlake, TX	-96.78002	32.874049
 Greensboro, NC	-79.7919754	36.0726355
 Rio Grande City, TX	-98.8203046	26.3797874
 Valencia, CA	-79.4475365067	43.78781975
 Gaffney, SC	-81.6498195	35.0717945
 Los Alamitos, CA	-118.0772433	33.8038865
 Oakland, CA	-80.3310713	43.0317491
 Baltimore, MD	-76.610759	39.2908816
 Bellflower, CA	-118.1167679	33.8825705
 Eureka, CA	-85.9373384358	79.98855485
 Gasport, NY	-78.5767928	43.197577
 Methuen, MA	-71.1908924	42.7262016
 Oelwein, IA	-91.9135036	42.6733171
 San Ramon, CA	-121.9780153	37.7799273
 Spring, TX	-95.4172549	30.0798826
 Hayward, CA	-123.7244026	48.8032735
 Beaumont, TX	-94.1018461	30.0860459
 Hialeah, FL	-80.2781057	25.8575963
 Blackburn (UK/England),	-2.48502763583	53.7472509
 Terrebonne (Canada), QC	-73.7031763	45.7239224
 Bowling Green, KY	-86.4436018	36.9903199
 Interstate-95, RI	-75.5523985	39.7577954
 Noblesville, IN	-86.0085955	40.0455918
 Sioux City, IA	-96.4058782	42.4966815
 Redmond, OR	-121.1739212	44.2726203
 Hamilton (Canada), ON	-79.9374905	43.256345



 Ottawa (Canada), ON	-76.0467359	45.1786566
 East Haven, CT	-72.8684337	41.2762081
 Bilbao (Spain),	-2.9349459	43.2629489
 Kissimmee, FL	-81.4075838	28.2918995
 Castlegar (Canada), BC	-117.663574	49.316171
 Charlotte, NC	-80.8431268	35.2270869

 East Springfield, PA	-80.4072896	41.9650559

 Garrettsville, OH	-81.096486	41.284222
 Boydstown, PA	-79.848697	40.9393068
 Lawrence, MA	-71.1631137	42.7070354
 Roswell, NM	-104.5229518	33.3943282
 Waterbury, CT	-73.0514966	41.5581525
 Columbus, OH	-83.0007065	39.9622601
 Renton, WA	-122.2034496	47.4799078
 Piner, KY	-84.5357744	38.8314544
 Eastpoint, MI	-84.8785185	29.736601
 Doniphan, MO	-90.8234551	36.6208917
 Deer Field, NY	-72.8282217	40.9273213
 Santa Fe (near, on highway), NM	-105.9377997	35.6869996
 New Zealand,	172.8344077	-41.5000831
 Wenatchee, WA	-120.3103494	47.4234599
 Calgary (Canada), AB	-114.025370802	50.9916281
 Portland, OR	-122.6741949	45.5202471
 Blackpool (UK/England),	-3.03731999502	53.8245483
 North Bend, OR	-124.224273	43.406505
 New Mexico, NM	-106.2036349	35.2525419
 Duncanville, TX	-96.9083366	32.6518004
 Lewniowa (Poland),	20.6548174	49.876075
 Tulsa, OK	-95.9929113	36.1556805
 Berthierville (Canada), QC	-73.1747099	46.0828098
 Omaha, NE	-95.9378732	41.2587317
 Port Orange, FL	-81.010553841	29.10150985
 Chicago, IL	-87.6244212	41.8755546
 Tucson, AZ	-110.9262353	32.2218917
 Majenica, IN	-85.4533073	40.7700454
 Binghamton, NY	-75.914341	42.096968
 Vancouver (Canada), BC	-100.2877992	25.770135
 Houston (Canada), BC	-126.640618562	54.40781995
 New Bern, NC	-77.0441143	35.1084931

 Montreal (Canada), QC	-73.5526907	45.5224467
 Beirut City (Lebanon),	35.47843	33.8959203
 New Port Richey, FL	-82.7170238901	28.247132
 Sonora, CA	-61.9013365	45.0600582
 North Vernon, IN	-85.6235796	39.006165
 Coventry, RI	-71.6828444	41.7000996
 Willington, CT	-2.69662502716	53.19201685
 San Luis Obispo, CA	-120.6596156	35.2827525
 Salem, OR	-123.033121	44.9391565
 Ellensburg, WA	-120.5451223	46.9970635
 Sonora, CA	-61.9013365	45.0600582
 Rising Sun, MD	-76.0627266	39.6978871
 Daytona Beach, FL	-81.0228331	29.2108147
 Silverdale, WA	-122.6766317	47.6594091
 Norwich, CT	-72.0759105	41.5242649
 Blain, WA	-1.7643647	47.4755536
 Bay St. Louis, MS	-89.3343223	30.3132823
 Glasgow (UK/Scotland),	-4.2435817	55.856656
 Burton Dassett (UK/England),	-1.4190976	52.1605842
 Kingman, IN	-114.0530065	35.189443
 Salt Lake City, UT	-111.8904308	40.7670126
 Columbia, MO	-92.3337366	38.951883

 Edmonton (Canada), AB	-112.9820251	53.5762892
 East Lansing, MI	-84.4852469	42.7355416
 Sukhbaatar (Mongolia),	113.5077196	46.2093417
 Recife (Brazil),	-34.8781517	-8.0641931
 Newberg, OR	-122.9725418	45.300596
 San Mateo, CA	-122.3330573	37.496904
 Hollywood, CA	-123.0008188	49.2270892
 Blacksburg, VA	-80.4136767	37.2296566
 Corinth Community, SC	23.0745555454	37.91758715
 Commerce, CA	-71.2449109	46.810298
 Woodward, OK	-99.3903862	36.4336481
 La Mesa, CA	-120.424031	50.675786
 Pagosa Springs, CO	-107.0108163	37.2695661
 Pamplico, SC	-79.5700598	33.9959952
 Calgary (Canada), AB	-114.025370802	50.9916281
 Freehold, NJ	-74.2737573	40.2601096
 East Northport, NY	-73.3245614	40.8767648
 Burbank, CA	-118.3258554	34.1816482
 Vail, CO	-106.3862088	39.6426439
 Wood-Ridge, NJ	-74.0879195	40.8456555
 Saline, MI	-93.2300648	39.1256186
 Black River Falls, WI	-90.8484137	44.2952152
 New Castle, DE	-75.662956	39.6159851
 Sarasota, FL	-82.5306527	27.3364347
 Port Angeles, WA	-123.4307413	48.118146
 Hyderabad (India),	78.4608095676	17.3886068

 Nyack, NY	-73.9179146	41.0906519
 Lima (Peru),	-101.1569649	19.7078812

 Clackamas, OR	-122.2305038	45.1608821
 Lewisville, TX	-96.994174	33.046233
 Kewaunee, WI	-87.5031519	44.4584016
 Springer (I-25), NM	-104.5949166	36.3612049

 Newfield, NY	-76.5907784	42.3620178
 Springfield, CO	-102.6143616	37.4083486
 Scottsdale, AZ	-111.8992365	33.5091215
 Auburn, WA	-122.2301808	47.3075369
 Edmonton (Canada), AB	-112.9820251	53.5762892
 Cottage Grove, OR	-123.0588963	43.7974729
 Londonderry, NH	-71.3739532	42.8650869
 Edmonton (Canada), AB	-112.9820251	53.5762892

 Santa Rosa, CA	-123.10250585	49.26334935
 Escondido, CA	-117.0814849	33.1216751

 Mississauga (Canada), ON	-79.7018616578	43.5754447
 Tucson, AZ	-110.9262353	32.2218917
 Big Bear City, CA	-116.848597853	34.267886
 San Carlos, CA	-122.2618236	37.504936
 Mesa, AZ	-114.0824451	34.2700153
 Constitucion (Chile),	-71.2600594	-29.9303734
 Tom, OK	-94.5729863	33.7359468
 Linthicum, MD	-76.6597094	39.2039094
 Russia, OH	-84.409394	40.2344927
 Red Rock (Canada), BC	-122.6707378	53.689288
 Ainsworth, NE	-99.8626236	42.5499993
 Minot (Burlington actually but put minot bc its 7 miles a), ND	-101.296273	48.23251
 Saskatoon (Canada), SK	-106.5299302	52.15733105
 Lexington, KY	-84.4970393	38.0464066
 Sicamous (Canada), BC	-118.9826386	50.8367991
 Houston, TX	-95.3676974	29.7589382
 Amityville, NY	-73.4148990072	40.672268
 Kennesaw, GA	-84.6154897	34.0234337
 New York City (Manhattan), NY	-74.0000328	40.759151
 League City, TX	-95.0949303	29.5074538
 Fort Collins, CO	-105.0668085	40.5508527
 East Lansing, MI	-84.4852469	42.7355416
 Renton, WA	-122.2034496	47.4799078
 Alexandria, VA	-77.0902476527	38.8147596
 Melbourne (100 mi. south of) (VIC, Australia),	144.9631608	-37.8142176
 Bradenton, FL	-82.5748194	27.4989278
 Reykjavik (Iceland),	-21.9422367	64.145981
 Lake Arrowhead, CA	-117.185754082	34.2592869
 Pinal County, AZ	-111.4426212	32.8085851
 Stevenson, WA	-121.8847247	45.6954173

 Oneonta, NY	-75.0629531	42.453492

 Alexandria, VA	-77.0902476527	38.8147596
 Norman, OK	-97.4394816	35.2225717
 Surrey (Canada), BC	-2.3772846	36.8392529

 Phoenix, AZ	-112.0773456	33.4485866
 Tofino (Canada), BC	-125.904694	49.153868
 Matauri Bay (near Kerikeri) (New Zealand),	173.9110995	-35.0339202
 Los Angeles, CA	-118.244476	34.054935
 Buffalo, NY	-78.8783922	42.8867166
 Fort Walton Beach, FL	-86.618842	30.4057552

 Bristol, TN	-82.1885212	36.5945034
 Olathe, KS	-94.8161127	38.8843867
 Elizabethton, TN	-82.2106876	36.3487196
 Kingston (Canada), ON	-76.5059924458	44.2600304
 Dale (south of), IN	16.1271535	68.7841688
 La Mesa, CA	-120.424031	50.675786
 Englewood, FL	-82.3525952	26.9620053
 Martinez, CA	-122.1298309	38.0103311
 Springfield, MA	-72.589811	42.1014831
 Newcastle (Northumberland) (UK/England),	-1.6142059	54.9770924
 Duluth, GA	-84.1441046	34.0028569
 Black Hills, AZ	-111.9393202	34.5539141
 Warren, OH	-80.818417	41.237557
 Russia, OH	-84.409394	40.2344927
 Tacoma, WA	-122.4398746	47.2495798
 Galesburg, IL	-90.3705842	40.9479779
 Burlington (Canada), ON	-79.7966835	43.3248924
 Blackshear, GA	-82.2420661	31.3060513
 Jupiter Farms, FL	-80.192297	26.9234543
 River Vale, NJ	-74.0120832	40.9953754
 Ithaca, NY	-76.4968019	42.4396039
 Adelaide (South Australia),	138.599899	-34.9274284
 Ottawa (Canada), ON	-76.0467359	45.1786566
 Commack, NY	-73.2928943	40.8428759
 Howell, MI	-83.9293952	42.6072552
 Escondido, CA	-117.0814849	33.1216751
 Bethlehem, CT	-73.2080798	41.6393626
 Summerside (Canada), PE	-63.789368	46.394306
 Carlsbad, CA	-117.3505966	33.1580933
 Nottingham (UK/England),	-1.1492773	52.9534161
 New York City (Brooklyn), NY	-73.9385536	40.6391069
 Benton, KY	-88.350315	36.8572781
 Romeo, MI	-83.0129874	42.802808
 Tumwater, WA	-122.9110785	47.0077652
 Vancouver (Canada), BC	-100.2877992	25.770135
 Carmichaels, PA	-79.9744992	39.8967425
 Boise, ID	-116.200835	43.61656
 Waxahachie, TX	-96.8483311	32.3865312
 Laurel, MS	-89.132658687	31.739966
 Amery, WI	-92.3621369	45.3069062
 Sedona, AZ	-111.7929891	34.8657757
 Lander, WY	-108.7307024	42.8330755
 Chester, PA	-75.3557458	39.849557

 Rue de la Montagne (Canada), QC	-78.9988204	48.2307612
 Neah Bay (50 miles off the coast of), WA	-124.615534	48.365339
 Buffalo, TX	-96.0580197	31.4637866
 San Ysidro (Honduras),	-117.0430813	32.5520013
 Dorintosh (Canada), SK	-108.628333	54.355278
 Anthem, AZ	-112.1254665	33.8613328
 Lynchburg, VA	-79.1844923946	37.40088
 Amsterdam (Netherlands),	4.89797550562	52.3745403
 Sioux City, IA	-96.4058782	42.4966815
 Bend, OR	-121.3153096	44.0581728

 Phoenix, AZ	-112.0773456	33.4485866
 Attica, MI	-78.2802946	42.8642267
 Carmichaels, PA	-79.9744992	39.8967425
 Aurora, CO	-104.8319196	39.729432
 Tucson, AZ	-110.9262353	32.2218917
 Vernon (Canada), BC	-97.252963	49.8754121
 Merriam, IN	-88.2772659	38.362548
 Ellistown (Republic of Ireland),	-6.26187967619	53.53472495
 Motherwell (N. Lanarkshire Co.) (UK/Scotland),	-3.9823503	55.7915214
 Fort St. James (Canada), BC	-124.231974112	54.4678212
 Carlsbad, CA	-117.3505966	33.1580933
 Alexandria, VA	-77.0902476527	38.8147596

 Baileyville, ME	-67.4047167	45.1570187
 Alexandria, IN	93.7658936	7.0082974
 Blue Bell, PA	-75.2727809888	40.147809
 Parsippany, NJ	-74.4259866	40.8578772
 Manor, GA	-82.5731939	31.1038242
 San Antonio, TX	-98.4951405	29.4246002
 Salem, OR	-123.033121	44.9391565
 Evergreen, CO	-105.321457979	39.6361637
 Tacoma, WA	-122.4398746	47.2495798

 El Paso, TX	-106.501349396	31.8111305
 Portland, OR	-122.6741949	45.5202471
